loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,disbursement_date,collateral_type,collateral_value,loan_purpose,origination_channel
LN-201889,CUST-101889,Home Loan,318622.02,8.47,300,2021-06-26,Residential Property,461608.93,Home Purchase,Digital Portal
LN-201890,CUST-101890,Personal Loan,1985.55,16.39,60,2022-04-12,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-201891,CUST-101891,Home Loan,201715.48,6.35,300,2023-07-08,Residential Property,317898.74,Home Construction,DSA / Direct Selling Agent
LN-201892,CUST-101892,Auto Loan,16955.97,10.84,72,2022-10-13,Vehicle,21036.48,Commercial Vehicle,DSA / Direct Selling Agent
LN-201893,CUST-101893,Business Loan,35094.24,15.59,36,2022-05-24,None,,Equipment Purchase,Digital Portal
LN-201894,CUST-101894,Auto Loan,65855.7,10.49,36,2021-10-10,Vehicle,79143.77,Commercial Vehicle,Digital Portal
LN-201895,CUST-101895,Personal Loan,19317.64,15.48,60,2023-02-19,None,0.0,Wedding/Travel,Branch Network
LN-201896,CUST-101896,Personal Loan,15161.33,20.04,36,2021-10-02,None,0.0,Debt Consolidation,DSA / Direct Selling Agent
LN-201897,CUST-101897,Business Loan,194601.42,10.0,36,2022-12-29,None,0.0,Equipment Purchase,Branch Network
LN-201898,CUST-101898,Education Loan,38694.81,8.84,48,2023-07-14,None,0.0,Professional Certification,Digital Portal
LN-201899,CUST-101899,Personal Loan,11522.94,17.87,24,2022-04-22,None,0.0,Debt Consolidation,Digital Portal
LN-201900,CUST-101900,Personal Loan,12062.93,21.35,60,2022-03-24,None,0.0,Debt Consolidation,Digital Portal
LN-201901,CUST-101901,Personal Loan,18735.57,16.28,12,2023-10-25,None,0.0,Medical Emergency,Digital Portal
LN-201902,CUST-101902,Auto Loan,45301.56,7.67,72,2021-05-12,Vehicle,54731.41,New Car,Digital Portal
LN-201903,CUST-101903,Personal Loan,35427.01,12.27,12,2021-11-03,None,,Home Improvement,Digital Portal
LN-201904,CUST-101904,Personal Loan,18888.07,21.06,12,2021-11-19,None,0.0,Debt Consolidation,Branch Network
LN-201905,CUST-101905,Home Loan,197828.93,6.64,240,2021-04-04,Residential Property,315729.71,Home Purchase,Digital Portal
LN-201906,CUST-101906,Personal Loan,21357.34,17.18,48,2021-03-20,None,,Wedding/Travel,Digital Portal
LN-201907,CUST-101907,Personal Loan,14241.87,14.59,36,2023-04-01,None,0.0,Medical Emergency,Branch Network
LN-201908,CUST-101908,Personal Loan,29715.56,16.16,60,2021-06-11,None,,Medical Emergency,Branch Network
LN-201909,CUST-101909,Education Loan,13166.64,10.35,84,2021-12-27,None,0.0,Domestic Degree,Digital Portal
LN-201910,CUST-101910,Auto Loan,40492.69,9.51,72,2023-12-13,Vehicle,49604.69,Commercial Vehicle,Digital Portal
LN-201911,CUST-101911,Personal Loan,20755.0,19.19,60,2021-05-28,None,0.0,Medical Emergency,Mobile App
LN-201912,CUST-101912,Auto Loan,15467.02,11.11,72,2022-10-09,Vehicle,17707.32,Used Car,Digital Portal
LN-201913,CUST-101913,Personal Loan,29733.73,14.22,12,2021-06-08,None,0.0,Debt Consolidation,Branch Network
LN-201914,CUST-101914,Personal Loan,15621.34,17.27,60,2023-11-12,None,0.0,Home Improvement,Branch Network
LN-201915,CUST-101915,Personal Loan,8858.88,20.18,24,2023-07-25,None,0.0,Medical Emergency,Digital Portal
LN-201916,CUST-101916,Home Loan,377104.35,8.89,240,2023-10-25,Residential Property,517468.26,Home Construction,Digital Portal
LN-201917,CUST-101917,Home Loan,426964.87,6.77,300,2023-05-31,Residential Property,540638.73,Home Construction,DSA / Direct Selling Agent
LN-201918,CUST-101918,Home Loan,347512.54,7.95,300,2021-08-27,Residential Property,547569.23,Home Construction,Digital Portal
LN-201919,CUST-101919,Education Loan,62742.82,11.02,84,2021-06-26,Third Party Guarantee,62742.82,Higher Studies Abroad,Digital Portal
LN-201920,CUST-101920,Personal Loan,19158.48,18.68,12,2021-06-14,None,0.0,Medical Emergency,Digital Portal
LN-201921,CUST-101921,Auto Loan,47389.78,11.16,36,2021-10-03,Vehicle,55545.16,New Car,Digital Portal
LN-201922,CUST-101922,Education Loan,29728.63,11.9,120,2023-01-07,None,0.0,Professional Certification,Tele-Sales
LN-201923,CUST-101923,Home Loan,234550.75,8.66,180,2022-10-04,Residential Property,323155.12,Home Construction,Branch Network
LN-201924,CUST-101924,Auto Loan,20211.83,7.81,60,2023-06-22,Vehicle,24919.34,New Car,Digital Portal
LN-201925,CUST-101925,Personal Loan,32734.72,18.89,24,2023-12-23,None,0.0,Medical Emergency,Digital Portal
LN-201926,CUST-101926,Auto Loan,26574.49,9.39,84,2023-06-01,Vehicle,32368.27,New Car,DSA / Direct Selling Agent
LN-201927,CUST-101927,Auto Loan,23792.11,11.29,72,2021-05-24,Vehicle,25579.13,Commercial Vehicle,Digital Portal
LN-201928,CUST-101928,Personal Loan,14748.51,19.87,12,2021-02-21,None,0.0,Medical Emergency,Branch Network
LN-201929,CUST-101929,Home Loan,167628.03,8.46,240,2021-07-26,Residential Property,246302.41,Home Construction,Mobile App
LN-201930,CUST-101930,Home Loan,99922.67,7.08,360,2022-10-06,Residential Property,131202.45,Home Purchase,Digital Portal
LN-201931,CUST-101931,Personal Loan,6282.33,16.55,24,2023-02-16,None,0.0,Medical Emergency,Digital Portal
LN-201932,CUST-101932,Auto Loan,29804.91,10.16,48,2023-08-20,Vehicle,31584.36,Commercial Vehicle,Branch Network
LN-201933,CUST-101933,Auto Loan,4917.08,11.55,60,2021-10-19,Vehicle,5758.18,Commercial Vehicle,Branch Network
LN-201934,CUST-101934,Home Loan,186058.14,9.05,300,2021-06-12,Residential Property,272982.7,Home Construction,Digital Portal
LN-201935,CUST-101935,Home Loan,326494.53,6.94,360,2021-10-27,Residential Property,430374.27,Home Purchase,Branch Network
LN-201936,CUST-101936,Auto Loan,28111.38,11.6,60,2022-01-20,Vehicle,32465.79,Used Car,Digital Portal
LN-201937,CUST-101937,Personal Loan,20004.25,12.57,48,2022-02-04,None,,Wedding/Travel,Branch Network
LN-201938,CUST-101938,Personal Loan,12414.64,17.69,24,2022-02-23,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-201939,CUST-101939,Personal Loan,34216.47,16.55,24,2022-09-05,None,0.0,Medical Emergency,Mobile App
LN-201940,CUST-101940,Auto Loan,37512.14,11.36,72,2021-02-07,Vehicle,39957.96,Used Car,Branch Network
LN-201941,CUST-101941,Home Loan,292928.26,6.92,360,2023-10-02,Residential Property,401335.07,Home Construction,Branch Network
LN-201942,CUST-101942,Personal Loan,12927.74,20.03,36,2022-10-06,None,0.0,Medical Emergency,Mobile App
LN-201943,CUST-101943,Home Loan,334415.19,6.95,240,2023-11-14,Residential Property,472998.6,Refinancing,DSA / Direct Selling Agent
LN-201944,CUST-101944,Home Loan,341593.71,7.13,240,2023-08-11,Residential Property,492572.83,Home Purchase,Digital Portal
LN-201945,CUST-101945,Education Loan,11478.24,9.4,84,2022-10-01,None,0.0,Professional Certification,Branch Network
LN-201946,CUST-101946,Auto Loan,11419.13,9.69,84,2021-12-13,Vehicle,12556.59,New Car,Digital Portal
LN-201947,CUST-101947,Personal Loan,13329.07,19.97,36,2022-10-04,None,0.0,Debt Consolidation,Branch Network
LN-201948,CUST-101948,Personal Loan,15265.58,13.34,24,2023-06-16,None,0.0,Medical Emergency,Branch Network
LN-201949,CUST-101949,Auto Loan,16201.7,12.07,36,2021-10-21,Vehicle,19043.07,Used Car,DSA / Direct Selling Agent
LN-201950,CUST-101950,Home Loan,254456.53,6.19,240,2023-01-14,Residential Property,308785.85,Refinancing,Mobile App
LN-201951,CUST-101951,Business Loan,202491.79,13.09,36,2021-12-13,Inventory,292558.82,Working Capital,Branch Network
LN-201952,CUST-101952,Business Loan,73278.78,16.29,60,2023-11-27,Commercial Property,81038.76,Equipment Purchase,Branch Network
LN-201953,CUST-101953,Personal Loan,8618.36,19.52,48,2023-06-26,None,0.0,Debt Consolidation,Branch Network
LN-201954,CUST-101954,Personal Loan,20515.8,20.36,48,2022-09-27,None,0.0,Medical Emergency,Digital Portal
LN-201955,CUST-101955,Auto Loan,15363.95,8.85,84,2022-09-10,Vehicle,17942.8,Used Car,DSA / Direct Selling Agent
LN-201956,CUST-101956,Auto Loan,28335.18,9.06,60,2023-03-02,Vehicle,33175.88,Commercial Vehicle,Digital Portal
LN-201957,CUST-101957,Auto Loan,27036.72,7.27,72,2023-03-09,Vehicle,33306.25,Used Car,DSA / Direct Selling Agent
LN-201958,CUST-101958,Personal Loan,28040.31,15.95,60,2021-01-07,None,0.0,Medical Emergency,Digital Portal
LN-201959,CUST-101959,Personal Loan,11588.28,15.31,60,2021-04-20,None,0.0,Medical Emergency,Digital Portal
LN-201960,CUST-101960,Personal Loan,15300.11,19.63,12,2021-08-11,None,0.0,Medical Emergency,Digital Portal
LN-201961,CUST-101961,Business Loan,75690.0,15.58,36,2022-03-13,Commercial Property,87537.92,Equipment Purchase,Digital Portal
LN-201962,CUST-101962,Auto Loan,46404.34,10.47,48,2021-01-20,Vehicle,49408.24,Used Car,Digital Portal
LN-201963,CUST-101963,Personal Loan,14523.83,15.82,24,2022-08-27,None,0.0,Medical Emergency,Digital Portal
LN-201964,CUST-101964,Personal Loan,5944.05,17.41,12,2023-12-21,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-201965,CUST-101965,Business Loan,98120.28,15.32,60,2023-01-06,Inventory,145589.9,Working Capital,Branch Network
LN-201966,CUST-101966,Auto Loan,57532.09,8.62,36,2023-11-30,Vehicle,73658.77,Used Car,Digital Portal
LN-201967,CUST-101967,Auto Loan,37541.16,11.48,48,2022-10-05,Vehicle,44298.0,New Car,Digital Portal
LN-201968,CUST-101968,Auto Loan,21844.76,12.8,36,2021-01-26,Vehicle,27772.89,Used Car,Digital Portal
LN-201969,CUST-101969,Auto Loan,25230.42,10.03,84,2023-04-22,Vehicle,29129.45,New Car,DSA / Direct Selling Agent
LN-201970,CUST-101970,Home Loan,189093.54,6.94,300,2021-08-22,Residential Property,266431.29,Refinancing,Branch Network
LN-201971,CUST-101971,Home Loan,403714.67,6.32,300,2021-09-17,Residential Property,568955.29,Home Purchase,DSA / Direct Selling Agent
LN-201972,CUST-101972,Personal Loan,38223.83,15.52,60,2022-01-27,None,0.0,Wedding/Travel,Digital Portal
LN-201973,CUST-101973,Personal Loan,10792.83,14.41,24,2022-12-27,None,0.0,Debt Consolidation,Branch Network
LN-201974,CUST-101974,Auto Loan,30263.43,7.75,72,2021-08-08,Vehicle,33132.6,Used Car,Branch Network
LN-201975,CUST-101975,Personal Loan,7072.23,15.06,24,2022-08-03,None,0.0,Debt Consolidation,Branch Network
LN-201976,CUST-101976,Personal Loan,22896.07,15.53,12,2021-06-27,None,0.0,Home Improvement,Digital Portal
LN-201977,CUST-101977,Home Loan,180047.4,7.99,240,2022-06-28,Residential Property,240900.36,Home Purchase,DSA / Direct Selling Agent
LN-201978,CUST-101978,Auto Loan,31474.84,11.68,72,2023-08-04,Vehicle,37647.59,Used Car,Digital Portal
LN-201979,CUST-101979,Personal Loan,5303.59,21.9,60,2022-05-27,None,,Debt Consolidation,DSA / Direct Selling Agent
LN-201980,CUST-101980,Business Loan,63532.8,14.83,48,2023-06-28,Equipment,76568.14,Working Capital,Mobile App
LN-201981,CUST-101981,Home Loan,189921.5,8.34,360,2022-05-30,Residential Property,252987.61,Refinancing,Digital Portal
LN-201982,CUST-101982,Personal Loan,4623.64,20.57,60,2021-12-20,None,0.0,Home Improvement,Branch Network
LN-201983,CUST-101983,Business Loan,30587.57,11.38,36,2023-05-16,Commercial Property,45019.37,Equipment Purchase,Digital Portal
LN-201984,CUST-101984,Auto Loan,24889.1,11.33,60,2022-12-05,Vehicle,26617.57,New Car,Branch Network
LN-201985,CUST-101985,Auto Loan,9868.91,10.7,72,2023-11-28,Vehicle,11169.36,Commercial Vehicle,Digital Portal
LN-201986,CUST-101986,Home Loan,258347.8,7.12,360,2022-11-05,Residential Property,383000.06,Home Construction,Mobile App
LN-201987,CUST-101987,Education Loan,46539.0,9.47,60,2023-09-30,Third Party Guarantee,46539.0,Professional Certification,Tele-Sales
LN-201988,CUST-101988,Personal Loan,12149.19,22.93,60,2021-02-01,None,0.0,Home Improvement,Digital Portal
LN-201989,CUST-101989,Auto Loan,10396.72,10.64,84,2022-10-11,Vehicle,13255.19,Commercial Vehicle,Digital Portal
LN-201990,CUST-101990,Education Loan,11770.69,9.58,120,2023-04-07,None,0.0,Professional Certification,Digital Portal
LN-201991,CUST-101991,Auto Loan,43620.16,11.67,48,2023-12-13,Vehicle,49971.89,New Car,Branch Network
LN-201992,CUST-101992,Business Loan,77631.47,12.68,48,2021-01-10,Equipment,85568.97,Business Expansion,Digital Portal
LN-201993,CUST-101993,Business Loan,230428.97,15.56,24,2022-04-07,Inventory,256562.21,Business Expansion,Digital Portal
LN-201994,CUST-101994,Auto Loan,38897.64,10.81,60,2022-03-05,Vehicle,43508.7,New Car,Digital Portal
LN-201995,CUST-101995,Home Loan,315684.18,8.88,360,2023-11-08,Residential Property,504745.11,Refinancing,DSA / Direct Selling Agent
LN-201996,CUST-101996,Personal Loan,9429.53,18.19,60,2021-11-18,None,0.0,Medical Emergency,Digital Portal
LN-201997,CUST-101997,Personal Loan,4066.97,20.61,24,2022-09-04,None,0.0,Debt Consolidation,Branch Network
LN-201998,CUST-101998,Home Loan,209241.69,7.46,180,2022-10-11,Residential Property,255781.06,Refinancing,Mobile App
LN-201999,CUST-101999,Business Loan,32785.45,17.66,48,2022-10-15,Equipment,44655.16,Equipment Purchase,Digital Portal
LN-202000,CUST-102000,Home Loan,177832.27,8.3,300,2021-03-14,Residential Property,277257.33,Home Purchase,Digital Portal
LN-202001,CUST-102001,Personal Loan,24713.36,18.9,60,2022-11-19,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-202002,CUST-102002,Personal Loan,17431.22,21.6,12,2022-06-19,None,0.0,Medical Emergency,Digital Portal
LN-202003,CUST-102003,Personal Loan,22147.16,13.37,36,2022-08-07,None,0.0,Medical Emergency,Digital Portal
LN-202004,CUST-102004,Auto Loan,17670.51,10.04,84,2021-08-28,Vehicle,20361.95,Commercial Vehicle,DSA / Direct Selling Agent
LN-202005,CUST-102005,Business Loan,51330.7,11.81,48,2021-09-14,Inventory,58880.72,Business Expansion,Branch Network
LN-202006,CUST-102006,Business Loan,38813.9,15.99,60,2021-09-22,Commercial Property,44500.31,Working Capital,Digital Portal
LN-202007,CUST-102007,Personal Loan,6197.45,14.33,12,2022-01-06,None,,Debt Consolidation,Branch Network
LN-202008,CUST-102008,Auto Loan,28051.55,8.76,36,2022-12-10,Vehicle,35605.82,New Car,Branch Network
LN-202009,CUST-102009,Personal Loan,20748.59,21.3,24,2023-03-14,None,,Debt Consolidation,Branch Network
LN-202010,CUST-102010,Business Loan,113448.3,11.88,48,2021-05-17,Equipment,150434.26,Business Expansion,Digital Portal
LN-202011,CUST-102011,Auto Loan,26294.72,12.3,48,2023-08-18,Vehicle,34046.91,Used Car,Tele-Sales
LN-202012,CUST-102012,Personal Loan,12788.17,16.24,60,2021-02-08,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-202013,CUST-102013,Auto Loan,53509.55,10.29,48,2023-01-09,Vehicle,56676.4,Commercial Vehicle,Mobile App
LN-202014,CUST-102014,Auto Loan,31632.82,9.12,72,2022-12-28,Vehicle,35957.98,Commercial Vehicle,Digital Portal
LN-202015,CUST-102015,Personal Loan,10675.54,17.92,60,2022-10-22,None,0.0,Wedding/Travel,Branch Network
LN-202016,CUST-102016,Business Loan,128186.27,12.41,60,2023-03-10,Inventory,142617.38,Working Capital,Digital Portal
LN-202017,CUST-102017,Personal Loan,7236.81,17.67,48,2023-03-10,None,0.0,Wedding/Travel,Digital Portal
LN-202018,CUST-102018,Personal Loan,11601.26,17.83,12,2021-12-26,None,0.0,Wedding/Travel,Digital Portal
LN-202019,CUST-102019,Education Loan,54063.05,11.04,48,2022-12-08,Third Party Guarantee,54063.05,Domestic Degree,Tele-Sales
LN-202020,CUST-102020,Education Loan,25040.81,11.27,60,2022-06-27,None,0.0,Domestic Degree,Tele-Sales
LN-202021,CUST-102021,Education Loan,18223.17,10.5,120,2021-04-21,None,0.0,Professional Certification,DSA / Direct Selling Agent
LN-202022,CUST-102022,Home Loan,345735.81,6.93,240,2023-10-05,Residential Property,449812.64,Home Construction,Digital Portal
LN-202023,CUST-102023,Home Loan,82686.24,7.29,180,2021-09-27,Residential Property,131331.08,Home Purchase,Mobile App
LN-202024,CUST-102024,Home Loan,246312.59,8.04,360,2023-10-18,Residential Property,337536.35,Home Construction,DSA / Direct Selling Agent
LN-202025,CUST-102025,Personal Loan,17827.75,13.84,60,2023-01-14,None,0.0,Debt Consolidation,Branch Network
LN-202026,CUST-102026,Home Loan,408386.57,8.27,240,2023-07-29,Residential Property,645494.81,Refinancing,Branch Network
LN-202027,CUST-102027,Auto Loan,22793.45,9.12,36,2021-05-11,Vehicle,29462.39,Used Car,Digital Portal
LN-202028,CUST-102028,Home Loan,124446.45,7.55,360,2022-07-07,Residential Property,157566.23,Home Purchase,Tele-Sales
LN-202029,CUST-102029,Education Loan,24028.46,9.09,84,2023-05-31,Third Party Guarantee,24028.46,Higher Studies Abroad,Digital Portal
LN-202030,CUST-102030,Home Loan,241494.89,6.06,240,2022-04-21,Residential Property,304683.28,Refinancing,Digital Portal
LN-202031,CUST-102031,Personal Loan,16847.54,16.73,36,2021-05-15,None,0.0,Medical Emergency,Digital Portal
LN-202032,CUST-102032,Personal Loan,17241.6,18.49,48,2023-07-07,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-202033,CUST-102033,Auto Loan,37682.93,10.7,36,2023-10-29,Vehicle,43218.31,Used Car,DSA / Direct Selling Agent
LN-202034,CUST-102034,Personal Loan,7940.47,19.87,36,2023-04-30,None,0.0,Home Improvement,Branch Network
LN-202035,CUST-102035,Education Loan,47388.06,9.33,48,2021-01-11,Third Party Guarantee,47388.06,Professional Certification,Digital Portal
LN-202036,CUST-102036,Home Loan,255820.91,6.84,180,2022-05-19,Residential Property,369463.37,Home Construction,Branch Network
LN-202037,CUST-102037,Home Loan,439295.62,6.15,240,2023-08-08,Residential Property,534929.91,Home Construction,Digital Portal
LN-202038,CUST-102038,Personal Loan,15564.71,17.04,48,2023-11-01,None,0.0,Debt Consolidation,Mobile App
LN-202039,CUST-102039,Personal Loan,14741.81,19.99,12,2023-12-22,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-202040,CUST-102040,Home Loan,269860.82,7.37,180,2021-09-12,Residential Property,374018.76,Home Purchase,Digital Portal
LN-202041,CUST-102041,Personal Loan,24387.78,18.51,48,2023-04-26,None,0.0,Medical Emergency,Tele-Sales
LN-202042,CUST-102042,Home Loan,135053.39,8.0,360,2021-10-07,Residential Property,162690.11,Refinancing,Digital Portal
LN-202043,CUST-102043,Personal Loan,17863.03,18.41,36,2022-03-28,None,0.0,Home Improvement,Mobile App
LN-202044,CUST-102044,Home Loan,108516.82,7.91,360,2023-09-18,Residential Property,152013.03,Home Construction,Mobile App
LN-202045,CUST-102045,Auto Loan,43473.37,11.22,36,2022-09-18,Vehicle,54184.07,Used Car,Branch Network
LN-202046,CUST-102046,Auto Loan,25195.29,11.3,48,2023-06-26,Vehicle,26498.88,Commercial Vehicle,Digital Portal
LN-202047,CUST-102047,Personal Loan,10311.68,19.63,48,2023-12-19,None,0.0,Home Improvement,Digital Portal
LN-202048,CUST-102048,Home Loan,95770.29,7.62,360,2021-07-31,Residential Property,132555.68,Home Purchase,Digital Portal
LN-202049,CUST-102049,Personal Loan,28396.34,14.16,36,2022-08-14,None,0.0,Wedding/Travel,Digital Portal
LN-202050,CUST-102050,Personal Loan,3870.62,15.57,36,2022-04-27,None,0.0,Wedding/Travel,Digital Portal
LN-202051,CUST-102051,Personal Loan,13207.27,14.15,12,2021-10-16,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-202052,CUST-102052,Auto Loan,17196.74,10.58,48,2023-01-19,Vehicle,18809.94,Commercial Vehicle,Digital Portal
LN-202053,CUST-102053,Home Loan,153750.59,8.16,360,2023-02-04,Residential Property,239403.0,Home Construction,DSA / Direct Selling Agent
LN-202054,CUST-102054,Education Loan,58229.44,9.47,120,2022-03-17,Third Party Guarantee,58229.44,Higher Studies Abroad,Branch Network
LN-202055,CUST-102055,Education Loan,12680.12,10.26,48,2021-03-04,None,0.0,Professional Certification,Digital Portal
LN-202056,CUST-102056,Business Loan,47328.27,15.34,48,2023-05-17,None,0.0,Business Expansion,Mobile App
LN-202057,CUST-102057,Education Loan,23434.24,9.35,48,2022-07-31,None,0.0,Higher Studies Abroad,DSA / Direct Selling Agent
LN-202058,CUST-102058,Education Loan,43931.52,11.65,60,2021-11-09,Third Party Guarantee,43931.52,Domestic Degree,Digital Portal
LN-202059,CUST-102059,Education Loan,25064.65,10.77,84,2023-03-30,Third Party Guarantee,25064.65,Domestic Degree,Digital Portal
LN-202060,CUST-102060,Home Loan,170583.98,7.7,240,2022-03-03,Residential Property,250977.36,Home Construction,Digital Portal
LN-202061,CUST-102061,Business Loan,75569.99,14.89,36,2022-06-28,Inventory,91199.48,Equipment Purchase,Mobile App
